   0.06237985,  -0.31932986,   0.70936937,   0.00000000,   0.33208189,  -0.36132424,   0.61733758,   0.00000000
  -0.17888467,  -0.13219032,   0.25784918,   0.45241935,  -0.45442765,   0.63492144,   0.89093479,   0.58809524
   0.26283624,  -0.66884433,  -0.54318546,   0.39919355,   0.21658111,  -0.72836152,   0.79749470,   1.65952381
   0.11221712,   0.11966440,  -1.09236539,  -0.55000000,  -0.23332534,  -0.07861821,  -0.00948503,   1.94523810
  -0.02864020,   0.45631575,  -0.51638523,  -1.41048387,   0.49052978,  -0.77859423,  -0.86669746,   1.62380952
  -0.06862407,   0.37039517,   0.31032568,  -1.49919355,  -0.35974616,   0.69299511,  -0.95229657,   0.46904762
  -0.19363770,   0.16452294,   0.84524379,  -0.88709677,   0.12702630,  -0.38624337,  -0.64554483,  -0.15000000
  -0.07053481,  -0.41639015,   0.59337658,  -0.07096774,   0.17306954,  -0.00516448,  -1.03695268,  -1.05476190
   0.20964790,  -0.62799458,  -0.45100816,   0.03548387,  -0.14073302,   0.51404413,  -0.52807302,  -1.92380952
   0.26984643,   0.00094912,  -1.07805362,  -0.83387097,   0.15079790,   0.09184508,   0.07781620,  -2.07857143
  -0.28661427,   0.81048841,  -0.26661608,  -1.64112903,  -0.42057509,   0.54423879,   0.71390007,  -1.75811224
   0.11370741,  -0.04935438,   0.49451795,  -1.38387097,   0.43174482,  -0.71748648,   0.54065238,  -0.92054847
  -0.20369923,   0.29176784,   0.73693140,  -0.82500000,  -0.31302407,   0.57774796,   0.40091386,  -0.66563776
